ID,Title,Question,Top Answers,Score,Tags,Date
52198767,raspberry pi visitor management system with face recognition and data storage,"i have been given a project to develop a system that recognizes faces of visitors. so, the only thing that crossed my mind was raspberry pi. basically, i want it to recognize face, store the face and request the visitor to enter their detail such as name, id number etc in a spreadsheet. store the recognized face in a storage. recognize the face of the visitor next time he visits the premise. keeps a log of the visitors entered the premise in a separate spreadsheet. thank you.",,0,automation;raspberry-pi;face-detection,2018-09-06
51649050,automated git pull on system boot on raspberry pi,"im using a raspberry pi zero with jessie lite installed and i want to pull from a github repository on system boot. i have written a python script os.systemcd exchangekneejointmonitoring ampamp git pull which works fine when executed manually. for automation i have used rc.local, where i have added sudo python homepiexchangekneejointmonitoringautopull.py amp which should also work, since another script called after the above one is started on boot. i have also added a ssh key to github and added it on the raspberry pi following this and the linked tutorials for machine users afterwards, i ran ssh t gitgithub.com which was successfully. anyways, my pi is not pulling the repo in startup, what am i missing? can somebody help?","thanks to the input of pacholik, i was able to solve the problem first i got rid of the in command line ran by the python file not sure if that was a problem. the major change was git remote seturl origin after the next reboot, the programm was updated",1,python;git;automation;raspberry-pi,2018-08-02
49968037,run a script repeatedly and externally from flask,"imagine you are measuring the distance of something with a raspberry pi. you have a nice python script which measures the distance via a sensor and returns a variable. imagine you would like to automate the process and view the results on a web page created with flask. basically, be able to turn it on and have it run once a minute regardless of whatever else you do in that web page or anywhere else on the website. graphically click a button on a web page script starts script runs once a minute, regardless of whether you close the page, navigate to another page, etc. how would you go about it? consider that the script can run forever if necessary, kind of a fire and forget thing","you could create a second e.g. python script that would wait for a signal from the web server. with your server, after a user clicked a button, you could write to a file, that the python script periodically checks. then, after writing 1 into the file, the script would do what you want, e.g. read sensor data every minute. so you would run your web server and the python script alongside it. the script would be waiting for changes in the dedicated signal file. then after the signal the script would do whatever you wanted.",0,python;python-3.x;flask;automation;raspberry-pi,2018-04-22
48374024,how to control a console oppened in terminal using python,"so, ive been trying to make an automated program that do everything i need to open yowsupa whatapp robot. i need a programe that will open terminal and start yowsupit is a code that when its open in terminal it start a conslephoto1. what ive done so far is a very very basci code in python to put a command in terminal to start yowsup,but when yousup is started after os.systemyowsupcli demos.... the resp of my code does not do what i was expectingi was expecting to write l in yowsup console but it doeent. what happen is it starts normally yowsup console and it stays there, waiting for me to write manually a commandthe same as 1.photo12, and when i press ctrl c to close yowsupss console it turns back in to linux terminal, and in that linux terminal it asks for an inputsee photho 3 pic3because what realy is happening is it runs the command to open yowsup console and it runs the command input in terminal but since the terminal is ocupped with yowsups console it waits untill i close it to run the rest of my code, i want a solution that will permit me to write in yowsups console, not to wait until the console is gone and then write the code in terminal. i hope everything is clear now import os import subprocess as sub os.system cd yowsup os.system yowsupcli demos y c homepiyowsupd.conf a rawinputnumero m rawimputmensagem os.systeml os.systemmessage send, a ,m ps. im running python 2.7.6 in a raspberry pi3raspian, linux",,2,python;automation;raspberry-pi,2018-01-22
45716072,make a physical stoplight react to jenkins build,"im trying to create a simple program to have an actual stoplight show red or green based on whether or not my integration tests pass in jenkins. red no green yes i realize this is very vague, but any sort of tutorial that hooks up any physical relay to a light from a raspberry pi that uses a webhosted variable should be enough to get me going.","i used this api when i did mine. mine was super simplesimplistic. i was able to write a bash script using this api gpio cli stuff. it just turns the pin on or off, so i have a script to turn the pin on and one to turn a pin off. i used a web server and ran them as cgi scripts. so essentially the rpi runs a web server, you hit a page that runs the on bash script. you hit another page that runs the bash off script. heres my project on github. its a mix of my playing around and the actual code i used to get it to run.",-1,web-services;build;automation;raspberry-pi;hardware,2017-08-16
40487119,how to run a python script with raspberry pi until we stop it manually,"currently i am working with both raspberry pi and arduino at the moment. for arduino in some cases, if we start running the script, then it will run until we stop them manually. i am wondering if there is a way to do the same with a raspberry pi when using it with python. for raspberry pi, when i use, sudo python myprogramme.py it runs my code just once and then it is stopped. is there a way we can run the same code with command line several times until we stop them manually for example, in matlab, we have to use crtlz to stop the running script? it may be possible by using a loop but i am wondering if we can do that without using a loop. hope my query makes sense. my point of doing it is to send continuous information from a sensor to my system.","you can put your code in a while statement while true ltyour logic heregt this will run forever until you hit ctrlc alternatively you can do mybool true while mybool ltyour logic heregt mybool ltcheck for inputgt || according to your comments ... when you hit ctrlc the script gets the keyboard interrupt and you can gracefully shut down. your code import smbus import time while true try get i2c bus bus smbus.smbus1 bmp280 address, 0x76118 read data back from 0x88136, 24 bytes b1 bus.readi2cblockdata0x76, 0x88, 24 ... and the rest of your code. add a short sleep here at the end... sleep0.1 except keyboardinterrupt quit sys.exit",0,python;linux;ubuntu;automation;raspberry-pi,2016-11-08
35857385,how to run python script in directory in cron raspberry pi,"i just started using cron to automate this one python script i have. i understand how to use all the time parameters in nano, but im confused with how you would run the script. normally just to run it right from the console, i would do cd pihomeweatheradafruitpythonbmpexamples and then from there i would run the script with python weatherfinal.py now that im trying to automate this in cron, i cant do the multiple commands to cd into the directory, and then run the program. i know this is probably a really easy problem to fix, but ive been stuck on this for a while. any help is appreciated",it is quite simple write a shebang line on the top of your script in order to make it executable !usrbinenv python make sure you can execute that script with chmod command chmod x programn a crontab task with contrab command contrab e,2,python;cron;automation;raspberry-pi,2016-03-08
35856568,how to schedule tasks in python,"im new to python, and am programming on a raspberry pi. i created this script that i want to send an email at a certain time of day i.e. 6am. i already have the email portion of the script functional, all that is left is the automation of the email. i figured the best way to do this was to put it in a ifstatement. im using the import timedate for the time functionality. here is what i have of the ifstatement import smtplib import datetime import time now date time.datetime.now morning 6 noon 12 afternoon 18 if datetime.time.hour6 morning or datetiem.time.hour12 noon or datetime.time.hour18 afternoon email code here when i run it currently, i get a typeerror getsetdiscriptor is not callable. because im new to python, i have no idea really how to fix this, so any help is much appreciated!",,0,python;datetime;automation;raspberry-pi,2016-03-08
35731808,home automation database,"im working on a new home automation project. in a nutshell, i have some particle photons controlling lights, an arduino controlling the security system door keypad, motion sensors and some ir devices talking to raspberry pi that is doing some texttospeech. i want to add a database with an web app that would let me control everything when im away. i could probably do it on a godaddy mysql server without any problem, but i was wondering if there was a better way of doing this. if i host my own server, i could probably do local network communication. but since i just have a celeron, would it be slower ? would mysql be the best database for my project ? when the code is going to be release, i want to include mycroft for controlling everything vocally. i just want some leads and idea for my project. if you want to know more about my project, let me know ! thanks !","but since i just have a celeron, would it be slower? would mysql be the best database for my project ? it depends on your nonfunctional requirements, for example, how many parallel connections, inserts, updates, deletes, selects you are planning? definitely, celeron can be host for mysqlserver, but maybe, you can use even simpler database, for example, sqlite which is default solution in android world please add some performance requirements and maybe even performance profile of your application.",0,mysql;web-applications;automation;arduino;raspberry-pi,2016-03-01
34717117,run python script over telnet from windows,i am using raspberry pi with piface as automation device. i have some python scripts in raspberry. i need run the scripts remotely from windows pc and i have to use telnet... so my question is how can i run any python script on linux machine remotely over telnet from windows pc. for example i need run command like python homeautomation.py over telnet from windows pc. for your understanding i can not use sshputty! i need control pi from closed apliction on windows server. the application can send only ascii command via telnet. so my question is how i can translate some ascii command to bash command... can you help please? i found some similar questions but that was about reversed communication. thank you very much.,,2,python;linux;automation;raspberry-pi;telnet,2016-01-11
26722564,sending folders from the raspberry pi to another computer once they are created,"i am currently capturing images when a gpio pin is triggered and saving them to the raspberry pi itself. i want to be able to send those files to a computer on the same network automatically without having to ssh in using putty, filezilla, etc... any suggestions on how to do this?","take a look at cron. man cron put an access to where you want your files on your computer, and create a script that checks if theres a new video every x minuteshours and copies it if thats the case. launch the script with cron every x minuteshours.",0,automation;raspberry-pi;raspbian;data-transfer,2014-11-03
23000117,best way to do a quotscriptquot for task automation in internet for raspberry pi or android,"at this moment i have a script written in autoit that browses some websites to check if its online and forward some information via email, but because of autoit only works on a real computer, i cant put it in some lowpowered device like a mini android pc or raspberry pi. what i want to know is if there is some program or programming language where i can do the same thing in android pc or raspberry pi.","as it is a linux system you can use shell scripts and linux is much more powerful in automation tasks than windows. with command redirection via pipes you can build powerful command chains to perform most of your needed tasks. to receive a website you can use wget, to check for a specific line, use grep or sed. there are lots of tutorials out there. on most linux systems mail is built in and properly configured and normally you could even use a small php or bash script to send mails... for android there is a great app called tasker to do automation stuff... its really worth its costs. || autoit only works on windows environments. so you could always emulate a windows environment. this is by far the worst idea tho. heres a link",0,android;automation;raspberry-pi,2014-04-10
