source,texte
arduino automation chef1,"#include <ShiftRegister74HC595.h>

// >>>>> PIN pupitre <<<<<
// selecteur-modes
const int mode_PROG 2
const int mode_RUN 3
const int mode_SOFT 4
// reset
const int reset 5
// selecteur-valeurs
const int poussoir_selecteur_valeurs 6
const int rotatif_S1 7
const int rotatif_S2 8
// afficheurs-valeurs
const int afficheur_valeurs_DATA 9
const int afficheur_valeurs_LOAD 10
const int afficheur_valeurs_SCLK 11
// afficheur-compteur-coupes
const int afficheur_compteur_coupe_DATA 12
const int afficheur_compteur_coupe_LOAD 13
const int afficheur_compteur_coupe_SCLK 14

// >>>>> PIN entrees/sorties annexes <<<<<
// entrees
const int poussoir_pedale 15
const int fourche_optique 16
volatile int nbImpulsions = 0;
const int capteur_fermeture_pince 17
// sorties
const int fermeture_pince 18
const int ouverture_pince 19
const int avance_moteur_entraineur 20
// PIN non-occupees
const int NOT_USED 21>>53

// >>>>> CONSTANTES <<<<<
// constantes selecteur modes
const bool MODE_PROG = HIGH;
const bool MODE_RUN = HIGH;
const bool MODE_MARCHE FORCE = HIGH;
// constantes afficheur
const byte MIN_AFFICHEUR = 0;
const byte MAX_AFFICHEUR = 1;
const byte FREQ_AFFICHEUR = 2;
// constante poussoir reset
const bool reset = HIGH
// Constantes gestion avance moteur
const int FACTOR_CONVERT_IMPUL = 10;
const int LENGHT_OFFSET = 10; //10 impulsions inertie moteur
// constante poussoir-pedale
const bool poussoir_pedale = HIGH;
// constantes pince
const bool fermeture_pince = HIGH;
const bool ouverture_pince = HIGH;


// >>>>> VARIABLES <<<<<
// bouton rotatif variables gestion de front de signal
bool clkState  = LOW;
bool clkLast  = HIGH;
bool swState  = HIGH;
bool swLast  = HIGH;
boolean stateBP = false;
//variables de stockage MIN MAX FREQ
byte rotVal  = 0;
byte initParameter = 0;
byte consigne_MIN = 0;
byte consigne_FREQ = 0;
byte consigne_MAX = 0;
int impulsions_MIN = 0;
int impulsions_FREQ = 0;
int impulsions_MAX = 0;
int impulsions_MIN_HOLD = 0;
int impulsions_FREQ_HOLD = 0;
int impulsions_MAX_HOLD = 0;
int N_Segments = 0;
//bool bp_Pressed = true;

// <<<<< Creation objet de gestion des afficheurs 7 segments >>>>>
const int DIGITS 6 // gestion de 6 digits 7 segments

int value,digit1,digit2,digit3,digit4,digit5,digit6; 
uint8_t  numberB[] = {B11000000, //0
                      B11111001, //1 
                      B10100100, //2
                      B10110000, //3 
                      B10011001, //4
                      B10010010, //5
                      B10000010, //6 
                      B11111000, //7
                      B10000000, //8
                      B10010000, //9
                      B01111111 //.
                     };
int number=10;          


void setup() {
 Serial.begin(9600);
 Serial.println(F(""Initialize System""));
 
// <<<<< Init Rotatifs reglage longueur frequence >>>>>
 pinMode(clkPin_S2,INPUT);
 pinMode(dtPin_S1,INPUT);
 pinMode(boutonPoussoir,INPUT_PULLUP);
 clkLast = digitalRead(clkPin_S2);
 
// <<<<< fourche optique >>>>>
 pinMode(EtatFourche, INPUT_PULLUP);
 attachInterrupt(digitalPinToInterrupt(EtatFourche), decrementeImpulsion, RISING);
}

void loop() {
  // <<<<< Code execute en boucle infini >>>>>
 Serial.print(""valeur capteur : "");
 byte capteurAndMode = readCapteurs();
 Serial.println(capteurAndMode, BIN);
 if ((capteurAndMode & MODE_SETUP) == MODE_SETUP)
     {
        readRotatif(initParameter, MODE_SETUP);
     } 
 else if ((capteurAndMode & MODE_RUN) == MODE_RUN)
      {
        if ((impulsions_MIN_HOLD != impulsions_MIN)||(impulsions_MAX_HOLD != impulsions_MAX)||(impulsions_FREQ_HOLD != impulsions_FREQ)){
            fixLenghtMAX();
            convertAndloadLenghtToPulse();
            Serial.println(F(""Mode run""));
            delay(1000);
        }
        fowardAndCut();
        delay (500);
      }
}
// <<<<< Fonction Avance, condition pédale >>>>>
void fowardAndCut (){
   byte indexCoupe = 0;
   while (indexCoupe <= N_Segments){
      int impulseToDecrement = impulsions_MIN_HOLD + (impulsions_FREQ * indexCoupe);
      nbImpulsions = impulseToDecrement;
      while (nbImpulsions>0){
         byte capteurAndMode = readCapteurs();
         while (poussoir_pedale = HIGH);{
            digitalWrite(avance_moteur_entraineur, HIGH);
         }
      }
      delay (2000);
      coupe();
      indexCoupe++;
   }
}
// <<<<< Fonction coupe, condition pédale et pression >>>>>
void coupe (){
    byte Mode_run = readCapteurs();
    while (poussoir_pedale, HIGH);{ 
        digitalWrite(FERMETURE_PINCE, HIGH);
        delay (1000);
        digitalWrite(OUVERTURE_PINCE, HIGH);
    }
}

// <<<<< Fonction décrémente les impulsions de la roue optique >>>>> 
void decrementeImpulsion(){
    nbImpulsions--;
}

// <<<<< Acquisition des valeurs MIN MAX FREQ >>>>>

void readRotatif(int pParameter, int pMode) { /* function readRotary */
   int parameter = pParameter;
   while ((pMode & MODE_SETUP) == MODE_SETUP){
       //bp_Pressed = true;
       pMode = readCapteurs();
       clkState = digitalRead(clkPin_S2);
         if (clkLast != clkState && clkState == HIGH) {//rotary moving
           Serial.print(""Parameter selected :  "");
           Serial.print(parameter);
           if (digitalRead(dtPin_S1) != clkState) {
                 if (parameter == MIN_AFFICHEUR){
                  consigne_MIN--;
                  rotVal = consigne_MIN;
                  if (rotVal<0){
                    rotVal=0;
                    affiche(parameter, rotVal);
                  } else {
                    affiche(parameter, rotVal);
                  }
                 } else if (parameter == MAX_AFFICHEUR){
                  consigne_MAX--;
                  rotVal = consigne_MAX;
                  if (rotVal<0){
                    rotVal=0;
                    affiche(parameter, rotVal);
                  } else {
                    affiche(parameter, rotVal);
                  }
                 }  else if (parameter == FREQ_AFFICHEUR){
                  consigne_FREQ--;
                  rotVal = consigne_FREQ;
                  if (rotVal<0){
                    rotVal=0;
                    affiche(parameter, rotVal);
                  } else {
                    affiche(parameter, rotVal);
                  }
                 }
            } else {
                if (parameter == MIN_AFFICHEUR){
                  consigne_MIN++;
                  rotVal = consigne_MIN;
                  if (rotVal>99){
                    rotVal=99;
                    affiche(parameter, rotVal);
                  } else {
                    affiche(parameter, rotVal);
                  }
               } else if (parameter == MAX_AFFICHEUR){
                  consigne_MAX++;
                  rotVal = consigne_MAX;
                  if (rotVal>99){
                    rotVal=99;
                    affiche(parameter, rotVal);
                  } else {
                    affiche(parameter, rotVal);
                  }
               }  else if (parameter == FREQ_AFFICHEUR){
                  consigne_FREQ++;
                  rotVal = consigne_FREQ;
                  if (rotVal>99){
                    rotVal=99;
                    affiche(parameter, rotVal);
                  } else {
                    affiche(parameter, rotVal);
                  }
               }
             }
           }
    //Serial.println(rotVal);
    clkLast = clkState;
    parameter = handleBpRotaParameter(parameter);
    delay(10);
    }
    //bp_Pressed = true;
  }

int handleBpRotaParameter(int pParameter){
 //bool statuToReturn = true;
// Serial.print(""Begin handleBpRotaParameter pParameter"");
// Serial.println(pParameter);
 int parameterToReturn = pParameter;
 swState = digitalRead(boutonPoussoir);
 if (swState == LOW && swLast == HIGH) {
   parameterToReturn = parameterToReturn+1;
   if (parameterToReturn > 2){
      Serial.print(""parameterToReturn > 2 return 00"");
      Serial.println(parameterToReturn);
      delay(200);
      return 0;
   }
//   Serial.print(""Rotary pressed into handleBpRotaParameter"");
//   Serial.println(parameterToReturn);
   delay(200);//debounce
   //statuToReturn = false;
   return parameterToReturn;
 }
 swLast = swState;
 rotVal = 0;
 //delay (50);
 return parameterToReturn;
}

// <<<<< Envoi les données de longueur en cm vers le numéro d'afficheur MIN MAX FREQ >>>>>
void affiche (int parameter, int pValue){
//  digit2=pValue % 10 ;
//  digit1=(pValue / 10) % 10 ;
//  uint8_t numberToPrint[]= {numberB[10],numberB[10],numberB[digit2],numberB[digit1]};
  if (parameter == MIN_AFFICHEUR){
    Serial.print(""MIN affiche parameter:"");
    Serial.println(parameter);
    digit2=pValue % 10 ;
    digit1=(pValue / 10) % 10 ;
    digit4=consigne_FREQ % 10 ;
    digit3=(consigne_FREQ / 10) % 10 ;
    digit6=consigne_MAX % 10 ;
    digit5=(consigne_MAX / 10) % 10 ;
    uint8_t numberToPrint[]= {numberB[digit6],numberB[digit5],numberB[digit4],numberB[digit3],numberB[digit2],numberB[digit1]};
    afficheur.setAll(numberToPrint);

  } else if (parameter == MAX_AFFICHEUR){
    Serial.print(""MAX affiche parameter:"");
    Serial.println(pValue);
    digit2=consigne_MIN % 10 ;
    digit1=(consigne_MIN / 10) % 10 ;
    digit4=pValue % 10 ;
    digit3=(pValue / 10) % 10 ;
    digit6=consigne_FREQ % 10 ;
    digit5=(consigne_FREQ / 10) % 10 ;
    uint8_t numberToPrint[]= {numberB[digit6],numberB[digit5],numberB[digit4],numberB[digit3],numberB[digit2],numberB[digit1]};
    afficheur.setAll(numberToPrint);
    
  } else if (parameter == FREQ_AFFICHEUR){
    Serial.print(""FREQ affiche parameter:"");
    Serial.println(parameter);
    digit2=consigne_MIN % 10 ;
    digit1=(consigne_MIN / 10) % 10 ;
    digit4=consigne_MAX % 10 ;
    digit3=(consigne_MAX / 10) % 10 ;
    digit6=pValue % 10 ;
    digit5=(pValue / 10) % 10 ;
    uint8_t numberToPrint[]= {numberB[digit6],numberB[digit5],numberB[digit4],numberB[digit3],numberB[digit2],numberB[digit1]};
    afficheur.setAll(numberToPrint);
  }
  digit1=0;
  digit2=0;
}
// <<<<< corrige la longueur MAX pour affichage seulement >>>>>
void fixLenghtMAX () {
  int segments = 0;
  int diff = consigne_MAX - consigne_MIN;
  Serial.print(""Diff = "");
  Serial.println(diff);
  int modulo = diff*10%consigne_FREQ;
  Serial.print(""modulo= "");
  Serial.println(modulo);
  if (modulo>0){
    segments = diff*10/consigne_FREQ;
//    Serial.print(""nombre de segments = "");
//    Serial.println(segments);
  }
  N_Segments = segments+1;
  int maxFixed = consigne_MIN*10+((segments+1)*consigne_FREQ);
  affiche (MAX_AFFICHEUR, maxFixed/10);
}

// <<<<< Convertit et stock les longueurs en impulsions >>>>>
void convertAndloadLenghtToPulse () {
  impulsions_MIN = consigne_MIN*FACTOR_CONVERT_IMPUL;
  impulsions_FREQ = consigne_FREQ*FACTOR_CONVERT_IMPUL;
  impulsions_MAX = consigne_MAX*FACTOR_CONVERT_IMPUL;
  //    Serial.print(""impulsions_MIN = "");
//    Serial.println(impulsions_MIN);
//    Serial.print(""impulsions_FREQ = "");
//    Serial.println(impulsions_FREQ);
//    Serial.print(""impulsions_MAX = "");
//    Serial.println(impulsions_MAX);
  impulsions_MIN_HOLD = impulsions_MIN;
  impulsions_FREQ_HOLD = impulsions_FREQ;
  impulsions_MAX_HOLD = impulsions_MAX;
}"
arduino automation chef1,vous pourriez nous faire un dessin du circuit ?
arduino automation chef1,un dessin du circuit de cablage et des composant ?
arduino automation chef1,Bonjour@ducoinlucien
arduino automation chef1,"un schéma , même à main levée , dans lequel les élements seraient  sommairement représentés  par des rectangles avec le nom de leurs  entrées /sorties utilisées  et les liaisons entre elles."
arduino automation chef1,"Plus un schéma de principe qu'un plan de câblageA ce stade il n'est pas esseentiel de montrer tous les fils entre les sorties HC595 et afficheurs 7 segments, il s'agit de montrer la logique d'ensemble et la confronter avec celle qui transparait dans  le programme."
arduino automation chef1,"ok, je poste çà dans la journée, en attendant, quelques photos de la bêteP_20230102_1209311920×3413 257 KB"
arduino automation chef1,P_20230102_1215471920×3413 508 KB
arduino automation chef1,P_20230102_1223171920×1080 109 KB
arduino automation chef1,schémat composants1920×1510 212 KB
arduino automation chef1,C'est unschéma fonctionnel globaltrès utile. qui donne une bonne vue d'ensemble du système sur le plan matériel (hors alimentations en énérgie) !
arduino automation chef1,Il pourrait être complété en donnant des vues un peu plus détaillées des liaisons entre certains   sous-ensembles  commepar exemple  l'association Arduino + Pupitre de Commande (sans aller jusqu'a représenter tous les fils)
arduino automation chef1,Comment sont alimentés les divers éléments ?
arduino automation chef1,il doit manquer du code car ça ne peut pas compiler tel quel
arduino automation chef1,3 afficheurs numeriques à 2 chiffres couplés en parallelle
arduino automation chef1,vous avez la référence ? ils ont un 74HC595 embarqué ?
arduino automation chef1,une approche serait de commencer à faire fonctionner les sous systèmes indépendamment pour s'assurer que vous avez tout ce qu'il faut pour piloter le système
arduino automation chef1,un LCD serait sans doute plus simple pour gérer tout l'affichage
arduino automation chef1,"Changer le titre du sujet pourrait intéresser plus de candidats pour aider à mener à bien ce projet ...Par exemple ""Aide pour automatiser (programmer) une découpeuse de fil de fer maison""."
arduino automation chef1,"Coté alimentation, effectivement j'ai pas précisé car j'ai pas jugé utile mais, alimentation en 8vcc pour l'Arduino méga via un transfo et pont de diode.Je récupère une sortie en 5vcc de l'Arduino pour alimenter un bornier pour tous les petits composants sous 5vcc (fourche optique, switch pupitre, afficheur...).Alimentation 24vcc pour le distributeur pneumatique, l'entraineur et son relais de puissance via un bon transfo et pont de diode également.Les afficheur sont effectivement avec 74HC595 embarqué.Entièrement d'accord avec toi J-M-L, l'idée de faire fonctionner les sous systeme indépendamment pour commencer.Déjà avoir un sketch qui me fasse tourner l'encodeur rotatif et les afficheurs serait un bon bout de plombé.Je vous mets un schéma des relations câblées pupitre/Arduino/Composants Satellites et vous donne en soirée l'organigramme du fonctionnement de la machine pour l'operateur en situation de travail.Si je peux poster, étant tout neuf sur le Forum, Je suis bridé...J'ai pas le permis qu'on me dit, pour aller vite..!relation pupitre, ARDUINO,  capteurs1160×824 234 KB"
arduino automation chef1,vous avez mis des capa pour éviter les rebonds sur les switch ?
arduino automation chef1,Related topics
arduino automation chef1,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino automation chef2,Schrittmotor: Ansteuerung plus Positionskontrolle
arduino automation chef2,"Hallo, ich bin neu hier im Forum.Ich war lange stiller Mitleser und konnte durch viele kompetente Beiträge schon eine Menge lernen.Nun stehe ich aber vor einem Problem, zu dem ich im Internet wenige Informationen finde."
arduino automation chef2,Zur Vorgeschichte:
arduino automation chef2,"Es geht um eine Mechanikbaugruppe in einer ausgedienten Industriemaschine.Ein Auslöser wird über einen Schrittmotor an einer Linearführung über einTrapezgewinde bewegt, nachdem er betätigt wurde, um Platz für die zu verrichtende Arbeit zu machen. Nach dem Arbeitsschritt wird er zurück in Ausgangsposition gefahren."
arduino automation chef2,"Die Technik war leider nie sehr Präzise und Fehleranfällig. Durch Verschmutzungen und einen Mieserablen Schrittmotor kam es oft zu Fehlstellungen des Triggers. Deshalb habe ich alles komplett umgebaut. (Hiwin MGN05 Führungen, Nema8 Schrittmotor, kapazitiver Trigger, Kapazitiver Endschalter usw."
arduino automation chef2,Leider kommt es immer noch zu Schrittverlusten durch Verschmutzungen.Der Schrittmotor kann aus Platzgründen nicht größer dimensioniert werden. Der Motorstrom ist ca 100mA über Vorgabe.
arduino automation chef2,"Nun möchte ich einen Encoder benutzen um die Motorwelle auf ihren Drehwinkel zu überwachen. Habe mich für den AS5048 entschieden, welcher über ein Spi kommuniziert...Funktioniert auch alles, ich kann die Position auslesen, jedoch z.Z noch mit einem seperatem Arduino."
arduino automation chef2,Nu zur Frage: Hat jemand schon einmal eine Closed loop Stepper Regelung mit einem Arduino realisiert?
arduino automation chef2,"Der Motor dreht mit max. 750 RPM, was 150KHZ ausgangstakt für den Schrittmotor Treiber bedeutet. (Die Pins des Arduinos werden über direkte Portmanipulation angesprochen um Zeit zu sparen)"
arduino automation chef2,"Mein Bauchgefühl sagt mir nun, dass der Prozessortakt trotzdem nicht auseichen wird, um den Schrittmotor vernünftig anzusteuern und gleichzeitig mindestens 4 mal pro Umdrehung die Position über Spi abzufragen + die nötige Arithmetik anzuwenden um die Daten zu verarbeiten..."
arduino automation chef2,Hat jemand irgendwelche Erfahrungen in die Richtung sammeln können?
arduino automation chef2,(Ich hoffe ihr könnt meiner wirren Beschreibung überhaupt folgen :D)
arduino automation chef2,"Achja, es handelt sich um einen Atmega 328P.16 Mhz externer Oscilator und CH340.Quasi ein Arduino, nur auf einem anderen PCB."
arduino automation chef2,Grüße
arduino automation chef2,150 kHz ist jenseits von gut und böse für einen 16 MHz ArduinoUnd ein Schrittmotor Baugröße Nema 8 ist ja nun auch eher schmächtig.
arduino automation chef2,Für 150 kHz Schrittfrequenz würde ich einen Teensy 4.0 nehmen. (CPU 600 MHz)https://www.reichelt.de/teensy-4-0-usb-mit-header-teensy-4-0-h-p318653.html
arduino automation chef2,Wenn ich mich recht erinnere hat der Teensy 4.0 auch schon microcontroller interne Hardware zum Auswerten von encodern.
arduino automation chef2,GitHub - mjs513/Teensy-4.x-Quad-Encoder-Library: Hardware Quadrature Library...
arduino automation chef2,Hardware Quadrature Library for the Teensy 4.x. Contribute to mjs513/Teensy-4.x-Quad-Encoder-Library development by creating an account on GitHub.
arduino automation chef2,100 mA Strom ist ja nun auch nicht gerade üppig Strom. Nicht mal für einen Nema 8 Schrittmotor.
arduino automation chef2,Gibt es denn um den Schrittmotor herum nur hinten 10 mm Luft und das war's?Oderhast du etwas mehr Platz zur Verfügung?
arduino automation chef2,"Wenn du Bilder postest wie die gesamte Mechanik aussieht, dann könnte das Forum mit überlegen wie man das lösen kann."
arduino automation chef2,"Schon mal hier geschaut ob einer dabei ist der ""reinpassen"" würde?https://www.reichelt.de/schrittmotor-nema-08-1-8-0-6-a-4-26-v-nema08-03-p335318.html?CCOUNTRY=445&LANGUAGE=de&&r=1&PROVID=2788&gclid=Cj0KCQiA4Y-sBhC6ARIsAGXF1g7Vp0rwDiG_Agy-qDcVwAofgg3K1A6m4msJoXvWEN94HYI_Ys3vfoEaAtJyEALw_wcB"
arduino automation chef2,Schrittmotoren werden mit Stromtreiber betrieben. Man kann durch höhere Spannung das Drehmoment etwas erhöhen.
arduino automation chef2,Was für ein Schrittmotortreiber ist da dran?Es gibt von Trinamic Schrittmotortreiber die eine Funktion Stallguard habenHabe ich selbst noch nicht getestet aber es geht darumohneEncoder Schrittverluste zu erkennen.
arduino automation chef2,vgs
arduino automation chef2,"Nun möchte ich einen Encoder benutzen um die Motorwelle auf ihren Drehwinkel zu überwachen. Habe mich für den AS5048 entschieden, welcher über ein Spi kommuniziert...Funktioniert auch alles, ich kann die Position auslesen, jedoch z.Z noch mit einem seperatem Arduino."
arduino automation chef2,Na dann würde es ja auch reichen ein paar IO-Signale auszutauschen.
arduino automation chef2,"Schrittmotoren haben im Profibereichimmereine Möglichkeit eine Referenzfahrt zu machen. Hast du eine Referenzfahrt?Könnte man die nach jederBewegungmachen?Wie wird Referenzposition detektiert?Könnte man dieses Signal ""steht auf Referenzposition"" dem Enocder-Arduino einspeisen damit der sich nullen kann?"
arduino automation chef2,Wie du siehst man muss noch deutlich mehr Details wissen um eine gute Lösung zu finden
arduino automation chef2,vgs
arduino automation chef2,Danke für deine schnelle Antwort.
arduino automation chef2,"Tatsächlich ist das der Schrittmotor, den ich verbaut habe. Nur die Version mit der Hohlwelle. Ich meinte 100mA über Nennstrom. Also insgesamt 700mA. Die Spannung liegt bei 7V."
arduino automation chef2,"Durch die direkte Portmanipulation habe ich am Ausgang bis zu 975 Khz erreichen können.(Mit Oszi gemessen). Die DigitalWrite() Kommandos verbraten halt unglaublich viel Zeit, weshalb ich die nicht benutze.Damals hatte ich den encoder noch nicht im Hinterkopf und dachte es reicht."
arduino automation chef2,"Ja, das Problem mit der Baugröße ist folgendes: in der Länge habe ich noch ca 6mm, die aber der encoder jetzt beansprucht.In der Baubreite liegt der Knackpunkt. So ist alles kein Problem, allerdings sitzt die Baugruppe an einem Schwenkarm. Am knappesten Punkt (Während der Bewegung des Armes) habe ich noch ca 2mm Platz. Die würde ich gern behalten, falls mechanische Schwingungen auftreten. Der Schwenkarm wird von einem Nema 23 mit 4 Motorspulen ( 2 Stepper Treiber, 2x 8A) betrieben. Der reißt mir den kleinen Nema8 aus seiner Halterung, wenn er kollidiert."
arduino automation chef2,Hast du einen Link zu den Treiber? Hört sich sehr interessant an.
arduino automation chef2,"Ich poste gern ein Bild aus der CAD, wenn ich wieder zuhause bin."
arduino automation chef2,Die Baugruppe ist zur Zeit komplett demontiert. Man würde das Problem nicht erkennen.
arduino automation chef2,Hast du einen Link zu den Treiber? Hört sich sehr interessant an.
arduino automation chef2,Trinamic  TMC2209
arduino automation chef2,"Das Ziel soll sein, alles über einen uC laufen zu lassen.Klar habe ich eine Referenzfahrt. Über einen kapazitiven Sensor. Der sitzt in der Führung der Mgn Rail und detektiert den Körper des Wagens. Funktioniert auch unglaublich präzise. (0,01mm, gemessen mit Messuhr)."
arduino automation chef2,Die Positionierung funktioniert ja auch. Nur nach mehreren (ca. 100) Auslöseprozessen weicht der Wert dann ab.
arduino automation chef2,"Nach jeder Fahrt ein Homing auszuführen dauert zu lange, da das Homing mit reduzierter Geschwindigkeit durchgeführt werden muss. Sonst schießt der Wagen durch die Masseträgheit des Motor-Rotors übers Ziel hinaus. Der Sensor würde trotzdem sagen ""1""und würde die falsche 0-Position annehmen."
arduino automation chef2,Außerdem würde es den Schrittverlust nach dem Homing nicht erkennen. (Der Sensor sitzt am anderen Ende der Führung)
arduino automation chef2,Die Spannung liegt bei 7V.
arduino automation chef2,Also der TMC2209 kann bis 29V. Wenn du da statt 7V 24V drauf gibst dann wird das Drehmoment schon etwas größer. Durch die Stromregelung wird der Strom trotzdem korrekt eingestellt / eingehalten.
arduino automation chef2,vgs
arduino automation chef2,Ich werd das auf jeden Fall mal versuchen.
arduino automation chef2,"Kann sein, dass ich jetzt im Irrtum bin. :Wird durch die Stromregelung nicht die Spannung beschnitten?"
arduino automation chef2,"Die Versorgungsspannung meines Treibers liegt auch bei 15v. (Treiber is ein DRV8825)Wenn ich bei Stillstand die Motorspannung Messe, sind es circa 7v. Ändere ich Vref am Treiber, ändert sich auch die Ausgangsspannung."
arduino automation chef2,"Nach dem ohmschen Gesetz macht das ja auch Sinn. Der Widerstand R der Motorwicklung ist ja (halbwegs) konstant.Wenn ich den gewollten Strom I einstellen möchte, muss ich doch die Spannung anpassen."
arduino automation chef2,"Also z. B.  10 Ohm x 0,7 A = 7V."
arduino automation chef2,"Lasse mich aber gern eines besseren belehren. Ich hab bis jetzt einfach angenommen, dass es so ist."
arduino automation chef2,Danke auf jeden Fall für den vielen Input.
arduino automation chef2,Update:
