source,texte
arduino security,This topic was automatically closed 180 days after the last reply. New replies are no longer allowed.
arduino security,Related topics
arduino security,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security1,How to secure my Arduino sketch
arduino security1,Hello mates
arduino security1,"I am a bit confused about Arduino bit lock, what I need is simply as follow:"
arduino security1,"1- I need to prevent others from making a copy of my program, the hex file should be secured as well2- My program needs to be able to read and store values in EEPROM3- I still need to update the program with new releases"
arduino security1,My worries are the following:
arduino security1,"1- I will brick the MCU and render it unusable, but can I get around that if I get  USBtinyISP programmer to completely erase the ATMega328B chip and reprogram it again?2- I will not be able to make updates to the program3- My program will not be able to read and write to EEPROM"
arduino security1,"Can someone please direct me to the right path (which I believe is the bit lock) as the subject is really overwhelming to me despite that I have over 30 years programming experience in VB, but not in Arduino world to that extent, however my programming experience still helps me to write complicated Arduino sketches like the one I am trying to protect now which is actually my first sketch ever for a complicated Anti Carjacking system."
arduino security1,I would really appreciate any help
arduino security1,Cheers
arduino security1,Is there some kind of password in the Anti Carjacking sketch ?There are security chips with encryption.
arduino security1,"Your sketch is not in the Arduino board, only the compiled binary code.The compiler does extreme optimizations, it is almost impossible to reverse engineer the binary code back to source code."
arduino security1,"After a reset, the Arduino software connects to the bootloader of a Arduino board. You can avoid that by burning the code with a programmer (such as your USBtinyISP)."
arduino security1,"If you set the lock bit, then the Flash memory can no longer be read. I read that a full erase is possible, but I have never tried a full erase. It needs to be set in HV mode (by applying a High Voltage to the reset pin). Here is an example for that:https://www.instructables.com/ATMEGA328P-FUSE-RESET/"
arduino security1,"If you make it possible in your circuit that the RESET pin can be lifted to 12V, and also connect the USBtinyISP, then the full erase should work."
arduino security1,"The more security you add, the higher the chance that there is a bug and something does no longer work. That's just how it is."
arduino security1,Are those ATmega328PB chips in stock at the moment ? Ormaybein half a year
arduino security1,Hello mate
arduino security1,"Thanks for your reply, yes there is a password to free the engine and it is stored in EEPROM (not encrypted currently), I am also using with the keypad, GROW R503 fingerprint reader which can be used as well"
arduino security1,"I am not really worry about reverse engineering as it is so complicated that will be really hard to reverse engineer, I am more worried about cloning the hex file after they get it."
arduino security1,"To be honest, I am really hesitant to use the lock bits, and now you made me even more hesitant  as I will take you advice on board due to the fact that there will be many releases and I will need to be able to update the boards with ease and no hassle, so I am thinking of an idea without messing with the fuses and lock bits through my programming and I would love to discuss it with you briefly and with your expertise you will be better to qualify"
arduino security1,Here it is:
arduino security1,"1- For every copy of the program there will be a serial number that is unique to each copy on each Arduino board, let's call it SN"
arduino security1,2- The SN will be stored with each board on EEPROM (encrypted would be best)
arduino security1,"3- The SN is also hard coded in the setup()  and whenever any board starts, it will check that hard codded SN in setup() and compares it with the decrypted SN value stored in EEPROM"
arduino security1,"4- If they do not match, the program will halt or goes into an endless useless loop"
arduino security1,"This way if the clone the hex file, firstly, if they try to understand it, I am hoping that it will be hexed enough that they will understand nothing, secondly, if they just try to install it on any other boards, it will not work because the other board does not have the unique value stored encrypted in EEPROM"
arduino security1,"And finally if that works and secure enough, I do not need to mess with lock bits etc and go tough that complicated path. what do you think mate?"
arduino security1,"One final question please, to completely erase the chip, how long I need to apply the 12 volt to the reset pin? And that amount of volts will not fry it?"
arduino security1,Cheers
arduino security1,almost impossible to reverse engineer the binary
arduino security1,"But, one might give it a thwack."
arduino security1,"The internal EEPROM of the ATmega chip or an external EEPROM ?The program avrdude is used to read and write the code andalso the eeprom. If someone can read the Flash code, then the EEPROM can be read as well.The communication with an external EEPROM via I2C can be captured with a Logic Analyzer."
arduino security1,"You need two things: the main storage with a key and a small component with a matching key. I think that is how everyone does it. If the communication to the small component can be captured, then it should be encrypted."
arduino security1,"You can apply 12V to the reset pin at any time. Apply it as long as you are working with the programming mode. You use the USBtinyISP in the same way, but then in HV mode for the extras."
arduino security1,"Have you seen the schematic of the Arduino Nano ? It is missing a protection diode from RESET to 5V. When the RESET pin is at 5V and the DTR signals pushes it shortly to 10V with a pulse, then the HV mode is enabled. Perhaps some signals are needed at the programming (SPI) pins, but sometimes the bootloader gets corrupted during that very short time in HV mode."
arduino security1,"During the manufacturing of the ATmega chips, data is written in the chip. For the ATmega32U4 there is a guaranteed unique identifier. The ATmega328P has them as well, without the guarantee.Search for: boot_signature_byte_get().The DS18B20 has a guaranteed unique identifier, but only if you buy a genuine DS18B20. Probably all the DS18B20 on Ebay/AliExpress/Amazon are counterfeit."
arduino security1,"If you make a CRC that is a combination of the signature bytes and the identifier from the DS18B20. And then store it (encrypted) in the internal EEPROM and use the lock bit, then you have a good barrier for someone who wants to copy it. However, a encryption chip costs less than a dollar and creates a bigger barrier. Is a rolling code possible (the previous code is used to generate a new code)."
arduino security1,I disagree: reverse engineering of a BIN file for an MCU is not so difficult (using a disassembler).
arduino security1,"In order to protect your FW in a device, you need a processor with ""Trust Zone"":it will place sensitive code into a region of memory which cannot be read from the outside. Or: this code there can only be accessed, read and executed by a ""secure"" piece of code.And any debugger access is prohibited by HW."
arduino security1,"Otherwise: everybody can connect a debugger and read out your MCU FW, even reading a QSPI flash."
arduino security1,"PCs have some approaches to encrypt the entire hard disc: when reading from it - it has to be decrypted. But for an MCU way too much (and slowing down).If so: you could think about to encrypt all the code, with a key. A piece of SW in MCU reads such code, as data, from memory, decrypts it and places it into another memory, so that it is executed from there. But still not save: if somebody would trace your instructions done (from the outside) or read the memory content where the decrypted code is located (just stop MCU and read the memory with a debugger) - it can be still being stolen."
arduino security1,"Aprocessor with ""Trust Zone"" seems to me the only reasonable option."
arduino security1,"You could also think about to encrypt a little bit of your code. You have to force your users to enter a key. You decrypt now this code, place it into another memory and you jump to it.So, it makes it harder for ""bad guys"" to understand what your code will do, but potentially they will see still a lot of code open (read via a debugger)."
arduino security1,"Or, to make it hard to attackers: you write ""self-modifying"" code: this is hard to disassemble, to change back to C-code. It needs understanding what happens during runtime (but still possible to figure out)."
arduino security1,"Or: use a USB dongle, with an encrypted key on: your program just continues when dongle was seen and key was correct."
arduino security1,"Everything can be hacked: you can just add barriers to make it harder for attackers to read your code.Otherwise you have to design a system which has a ""red"" and a ""white"" zone. The red is encrypted and no way to access it, to read it out (with external means)."
arduino security1,"Or: you place your MCU into a shell, an enclosure: if somebody opens it, just to hook up a debugger - you have a switch to realize when it was opened. If so, you erase all your data, maybe also your MCU ROM flash (the code itself).But it might need an internal battery, self-powered to realize: otherwise, the hacker will disconnect any power, your protection switch does not work anymore and all the time for the hacker to open your device."
arduino security1,How does Nano33IoT's crypto chip work?
arduino security1,"I am not really worry about reverse engineering as it is so complicated that will be really hard to reverse engineer, I am more worried about cloning the hex file after they get it."
arduino security1,"At some point the question becomes, is it easier to write new code from scratch, or attempt to reverse-engineer the code?"
arduino security1,"My guess (no familiar with this one, my home is Portenta H7, also having a similar crypto chip):it takes data (some bytes), with a key and can convert into an encrypted result (or decrypt).It is not related to do something automatically, e.g. encrypt memory."
arduino security1,"It is used to ""key negotation"", to encrypt/decrypt any data, as sequence of bytes. But you have to send it to the chip. The chip contains the algorithm (and is faster as in SW)."
arduino security1,This chip does not protect anything (if you do not use it via SW).
arduino security1,"You can clone easily: use debugger, read flash content, copy it to exact the same board - and done!"
arduino security1,"For a developer: they would never reverse engineer in a way to convert BIN code back to source code. They would try to find your GitHub project. It is too time consuming.Anyway, as an engineer I would love to have nice source code with comments, hints ..."
arduino security1,"Without ""TrustZone"" - everybody can connect debugger and duplicate your setup (by read and flash on another board)."
arduino security1,"I agree that is why I said ""Almost"""
arduino security1,"I will watch the videos, thanks"
arduino security1,Cheers
arduino security1,I guess it will be much easier to write a code from scratch than trying to hack other one's hex converted code
arduino security1,Cheers
arduino security1,"Thanks mate, would you please elaborate a bit or direct me to where I can find detailed info about what you are suggesting"
arduino security1,Cheers
arduino security1,"Thanks mate for all the proposed solutions, obviously I need to do a lot of homework to get around that, I actually thought about your last proposal of opening the box which can trigger something to do something else, like as you said removing all content from the MCU"
arduino security1,Cheers
arduino security1,"Thanks koepel, it is stored in the internal EEPROM, so it can be read and decrypted as you stated, well, I have to find the best and easiest to implement solution that may just make it harder to hack the code but surely will not prevent it"
arduino security1,Cheers
arduino security1,"If this is for a commercial product, keep in mind that when using Arduino and gcc tools that you are using open source and by using that open source you are subject the licensing requirements of those modules.gcc startup, runtime libraries, and the Arduino core library are all LGPL 2.0+Many Arduino libraries are also LGPL 2.0+ but not all of them.Some of the other most common licenses for Arduino libraries are BSD, MIT, GPL 2.0 and GPL 3.0"
arduino security1,"While LGPL 2.0+ does allow creating closed source products, it is pretty much impossible to fully comply with the LGPL 2.0 license requirements when using Arduino.This is because when using LGPL 2.0 or GPL 2.0 licensed components in your image, the user has the right to be able to modify any of the open source modules and rebuild the image using the modified code which means you must provide a way for them to do this.This is next to impossible to do when using Arduino if not also providing the source code to the sketch since, as far as I know, the Arduino IDE does not provide a way to rebuild a f/w image with a pre-compiled sketch object."
arduino security1,"If using any component licensed as GPL 3.0 to build your image,  then the f/w image must licensed as GPL 3.0 which means that that the user/customer is entitled get access to your source code if he asks for it.i.e. you can't create a closed source product when using GPL 3.0 licensed components/libraries in your f/w image / program."
arduino security1,Make sure you fully understand the open source license agreements involved if you wanting to use Arduino to create your f/w image and are wanting to keep your source code closed source.
arduino security1,--- bill
arduino security1,"Oh YES - good point!If you are based on Open Source - you cannot commercialize and ""hide"". And you should not frustrate people using your system, when they know it is Open Source - but you prohibit insights (even make debugging impossible)."
arduino security1,Very good point!
arduino security1,"If you are based on Open Source - you cannot commercialize and ""hide""."
arduino security1,"But it is possible to create a commercial product using open source components and keep your source code closed.For example, there are many products and devices from companies like Apple, Microsoft, Samsung, GoPro, and many others that use open source in their products.When doing so, you  have have to provide a way for users to rebuild the executable images with prepcompiled objects for the closed source components.This allows them to modify the open source components without having to provide the source code to the ""secret"" proprietary modules."
arduino security1,This is easy to do if using a  *nix OS with gcc tools and build tools like make and/or automake to do the build.
arduino security1,Apple uses BSD licensed code since it is much more liberal than GPL/LGPL.i.e. BSD is nearly freeware.
arduino security1,"I'm very familiar with Samsung phones, GoPro cameras, and TomTom GPS devices as I have contacted each company about LGPL licensing issues.All of them were quick to respond and address the issues."
arduino security1,"Yes there are instances of companies and developers blatantly cheating and violating the LGPL/GPL license agreements in their programs/products, but they run the risk that at some point it may catch up with them."
arduino security1,--- bill
arduino security1,GPL 3.0 which means that that the user/customer is entitled get access to your source code if he asks for it
arduino security1,So anyone who ever wrote anything for profit with LibreOffice owes somebody something?
arduino security1,(sort of tongue-in-cheek)
arduino security1,@xfpdI Guess I'm missing something or the humor.GPL/LGPL open source licenses apply to using the open source code as part of a larger work or when making a derivative work.i.e. using open source code or an open source library to build an executable image like a program or f/w image.It does not apply to anything created by using an executable that happens to contain open source components.
arduino security1,"In the case of LibreOffice, it is licensed for free for any use including commercial use under the terms of MPL 2.0"
arduino security1,"So no issues using LibreOffice for creating works, including for commercial purposes.Now, for anybody creating or writing code for LibreOffice or creating extensions, or distributing modified versions of LibreOffice in source code form, they will need to comply with the LibreOffice MPL 2.0 license.And then to complicate things depending on how it is linked, it may revert to GPL/LGPL since there are GPL and LGPL components involved."
arduino security1,--- bill
arduino security1,Related topics
arduino security1,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security2,Arduino through airport security
arduino security2,"Hello everyone. In a few weeks, I am planning to take an international flight to Canada from Europe, and I would like to bring my arduinos with me."
arduino security2,"I would like to bring a project (wireless weather station) that uses NRF24l01 radio modules to transmit the sensors' data, well, without wires. Also, I would like to take other types of hardware (boards, leds, resistors, sensors, motors, etc) and tools (screwdrivers, soldering irons...)."
arduino security2,"I have fears that the X-Ray damages the Arduinos and the sensors, since after all it is radiation, albeit in low quantities. And, more importantly, I fear that airport security might think that I carry a bomb or something similar."
arduino security2,"I do carry checked bagagge, so most of the hardware and tools would go there. However, the weather station is kind of different. Many posts on the internet suggest to put the electronics on the checked lugagge, but they also recommend not to carry anything that resembeled an antenna."
arduino security2,"This is a problem for me, since I will carry two 10 cm antenna. My idea was to put them on the hand luggage, because if my checked suitcase is retained without me able to explain, I would lose the project. If I put them on my handbag, I will get stopped, but I would be able to explain the officers what I do carry."
arduino security2,Anyone would be kind to give me some advice? Thanks to everyone.
arduino security2,"I have had no problems with electronics in my carry on. I even went early in case I had to explain/demo the items. I didn't have any external antennas, just the on board squiggle types. Even the bright red SparkFun board wasn't interesting to them. Your experience may vary."
arduino security2,I have fears that the X-Ray damages the Arduinos and the sensors
arduino security2,Nah. No.
arduino security2,"But if your prototype looks like a bomb, well...Pack a granola bar for your time in the special queue..."
arduino security2,Hello there!
arduino security2,"I read your post about your trip. It took some fears away. However, one of the replies said to avoid antenna looking things. And I'm carrying the same antennas you can find on Wi-Fi routers. Hence my worry."
arduino security2,Take the antennas off?
arduino security2,"I have taken a fully working copy of a satellite that was orbiting the Earth through airport security, no problems."
arduino security2,I did check beforehand as to what was allowed or had to be declared in backage and there was nothing about satellites.
arduino security2,Why do you need it in flight?
arduino security2,real working earth orbiting satellite
arduino security2,!!!Wow!How big?
arduino security2,Ask them to inspect it manually and not Xray it.
arduino security2,Hello.
arduino security2,Thanks for the reply. I was worried about radiation (although I am sometimes kind of paranoic with those subjects).
arduino security2,"About the bomb thing, my project doesn't look like a bombper se, but cables and an lcd screen don't usually look good on a security check."
arduino security2,One friend of mine once got stopped because police confused his power bank wrapped with  a phone charger wire with a bomb.
arduino security2,So who knows
arduino security2,Look at my Avatar. Coke can with working satellite.
arduino security2,"It was circa 206g, and the lightest, cheapest satellite with two way comms at the time."
arduino security2,"I don't need it In flight, but I do need to carry it to my destination"
arduino security2,Why? Is your baggage not going to the same place?
arduino security2,Maybe I take the antennas off and put them on the checekd bag. I think that will avoid confusion
arduino security2,"Nah, it looks more like a bomb with no antennas."
arduino security2,"Sorry for the missunderstanding. I want it to fly with me to Canada. Not exactly by my side, but yes in any of my bags (I don't care if it is checked lugagge, handbag or in cabin)"
arduino security2,"Welcome to Canada! Weather is killer now, though..."
arduino security2,Thanks! The climate was a motivation in doing this project (test the weather station on a rough climate sounds appealing).
arduino security2,"About the security, I think I'll just explain what the project is when I arrive there, to avoid confusion.Thanks for the replies!"
arduino security2,Just assure them it won't affect the autopilot.image1920×1080 108 KB
arduino security2,"Hahaha, thanks for the advice!"
arduino security2,Related topics
arduino security2,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security3,"Need help for Security System with Arduino UNO, RFID Reader, PIR Sensor, buzzer, and leds"
arduino security3,"Hi, I wanted to create a security system in which there is an RFID reader that when you swipe the card the green LED goes off, the red one lights up, and when it detects movement it makes the buzzer sound at 1Khz intermittently every second"
arduino security3,"tone(buzzer, 1000); // Send 1KHz sound signal...
  delay(1000); // ...for 1 sec
  noTone(buzzer); // Stop sound...
  delay(1000); // ...for 1sec"
arduino security3,"and to return to the previous mode (green led on, red led off and even if there is movement it does not sound) the RFID card must be swiped.therefore in practice to turn the security system off or on pass the RFID card."
arduino security3,"Concerning the 16x2 I2C LCD screen When you swipe the RFID card it gives you ""UID: AA AA AA AAAccess Granted""or ""UID: AA AA AA AAAccess Denied""Screenshot 2023-07-15 at 14-37-36 Circuit Design App for Makers- circuito.io1073×667 134 KBCould anyone help me with the code?"
arduino security3,"No. You have to make an attempt, if you want help. Post an entire sketch."
arduino security3,Could anyone help me with the code?
arduino security3,You can drop your request here:
arduino security3,Jobs and Paid Consultancy
arduino security3,Are you making a project and need people to help out? Calls for projects for exhibitions or faires.
arduino security3,"Proceed like this:Use example code for the display. When it works, add example code for one more device, and make it work......There are plenty of projects done for all of Your devices but no one exactly like Your project.Learning and doing it Yourself puts You in a very good position when/if something malfunctions. Else, You have a real problem."
arduino security3,"Hi@marcozan,"
arduino security3,welcome to the arduino-forum.When I was reading your description I was asking myselfIs this a rephrased assigment for school / university or not?Could be but must not be.
arduino security3,Anyway: Your project has a certain complexity because it uses 6 components.This requires more than just 20 lines of code.
arduino security3,Your question is pretty general.
arduino security3,Could anyone help me with the code?
arduino security3,"This question does not specifiy what you see as ""help""This sentence can be interpreted as"
arduino security3,"""please can somebody write the whole code for me?"""
arduino security3,"""can somebody write down a full blown tutorial about all 6 components that I am using?"""
arduino security3,"""can somebody post links to tutorials where I can learn from?"""
arduino security3,and a lot of more different ways.
arduino security3,Yor are working on an informatic project. And what is needed most in an informatic project is guess what?information.
arduino security3,So a short answer to your question
arduino security3,Could anyone help me with the code?
arduino security3,Is:  Yes we (the other users) can.The morespecificyou ask the better the help will be.user@Railroaderhas given an example how to start.
arduino security3,To expand a little more on his suggestionThere are example-codes that demonstrate how to get a LC-Display to show characters.Take such an example-code and try to make it work. Whatever might not work
arduino security3,if you describe:
arduino security3,you will be helped 101% sure.
arduino security3,best regards Stefan
arduino security3,"Here you go:A short, but good, LCD example link.A short, but good, PIR example link.A short, but good, LED example link.How to make your buzzer sing link.Some sage advice on RFID, plus a folder-full of examples."
arduino security3,"Except for the RFID and transistor, you can practice with the devices in your project on theWokwi platform."
arduino security3,Looking forward to your progress.
arduino security3,This topic was automatically closed 180 days after the last reply. New replies are no longer allowed.
arduino security3,Related topics
arduino security3,"Powered byDiscourse, best viewed with JavaScript enabled"
arduino security4,Secure MQTT in arduino uno + esp 8266
arduino security4,"Hi everyone,"
arduino security4,"I am building an IoT project to send some sensor data to a server. Presently I am using a DHT11 for temperature data. I'll expand later to include more sensors. So for this project, I have got my hands on an arduino UNO, a DHT11 and an esp8266 module."
arduino security4,I want to send this data to the server using mqtt protocol with SSL.
arduino security4,Presently I am using my uno to read data from DHT and print it on serial. Here's the code for that
arduino security4,"#include <dht.h>        // Include library
#define outPin 8        // Defines pin number to which the sensor is connected

dht DHT;                // Creates a DHT object

void setup() {
	Serial.begin(9600);
}

void loop() {
	int readData = DHT.read11(outPin);

	float t = DHT.temperature;        // Read temperature
	float h = DHT.humidity;           // Read humidity

	Serial.println(t);
	
	delay(2000); // wait two seconds
}"
arduino security4,and I have made a python code to read data from the serial and write send it through mqtt. here's the code:
arduino security4,"import random
from paho.mqtt import client as mqtt_client
import json
import serial
from time import sleep

broker = 'something.something.com'
port = 8883
topic = 'dataset'
client_id = f'python-mqtt-{random.randint(0, 1000)}'
username = 'username'
password = 'password'


def connect_mqtt():
    def on_connect(client, userdata, flags, rc):
        if rc == 0:
            print(""Connected to MQTT Broker!"")
        else:
            print(""Failed to connect, return code %d\n"", rc)
    # Set Connecting Client ID
    client = mqtt_client.Client(client_id)
    # Set CA certificate
    client.tls_set(ca_certs='certificate.crt')
    client.username_pw_set(username, password)
    client.on_connect = on_connect
    client.connect(broker, port)
    return client


def publish(client):
    arduino = serial.Serial('COM4', 9800, timeout=1)
    sleep(2)
    while True:
        data=arduino.readline()
        if data:
            data=data.decode().strip()
            #print(data)
            dict={""sensor_id"": 52647892, #some random int for now
                    ""data"": {""temp"":float(data)},
                    ""time"": ""14:30"",
                    ""month"": f""2023-06-22""}
            print(dict)
            json_data=json.dumps(dict)
            result = client.publish(topic, json_data)
            if result[0] == 0:
                print(f""published"")
            else:
                print(f""Failed to send message to topic {topic}"")


def run():
    client = connect_mqtt()
    client.loop_start()
    publish(client)


if __name__ == '__main__':
    run()"
arduino security4,"I have a file that contains the SSL certificate that this code is using. This thing works perfectly, the data is going to the server properly. I came up with this methodology (of sending data through serial and then through python) as the esp was still on its way. now the esp has been delivered."
arduino security4,I want to wire my esp8266 module to my arduino uno and then send data through it to my mqtt server using SSL certificate. I have to have use this sever only and it will not work without this SSL certificate. I searched on the internet but couldn't find anything. I saw tutorials using nodemcu directly but I have already ordered these and even if I order the nodemcu it will take some time to arrive (I am short on time). Can anyone help on how can I do this with the UNO and esp8266 module that I currently have?
arduino security4,Thanks for the help
arduino security4,one option. put Jiri Bilek's 'fake' AT firmware in the esp8266. it allows to add your own certificate.use my WiFiEspAT library with PubSubClient in the Uno
arduino security4,GitHub - JAndrassy/WiFiEspAT: Arduino networking library. Standard Arduino...
arduino security4,Arduino networking library. Standard Arduino WiFi networking API over ESP8266 or ESP32 AT commands. - GitHub - JAndrassy/WiFiEspAT: Arduino networking library. Standard Arduino WiFi networking API ...
arduino security4,Is there any other way than this?Is there any method (or library) where i won't have to modify esp8266 firmware?
arduino security4,and what version of AT firmware is in your esp8266?
arduino security4,@JurajRunning AT+GMR returned this
arduino security4,AT version:1.2.0.0(Jul 1 2016 20:04:45)SDK version:1.5.4.1(39cb9a32)v1.0.0Mar 11 2018 18:27:31
arduino security4,thanks
arduino security4,the old WiFiEsp library should work with that old AT firmware
arduino security4,WiFiEsp library
arduino security4,Do you mean thishttps://github.com/bportaluri/WiFiEsp?
arduino security4,How can I establish an SSL connection using this library and my certificate?
arduino security4,there is no way to use your certificate (not signed by a well known CA) without programming the esp8266
arduino security4,"So finally, I got my hands on a NodeMCU for my project and created the below code for nodemcu."
arduino security4,"#include <ESP8266WiFi.h>
#include <PubSubClient.h>
#include <WiFiClientSecure.h>

// Wi-Fi settings
const char* ssid = ""ssid"";
const char* password = ""pass"";

// MQTT broker settings
const char* mqttServer = ""mqtt.myserver.com"";
const int mqttPort = 8883;  // MQTT over SSL/TLS default port

// MQTT authentication
const char* mqttUsername = ""guest"";
const char* mqttPassword = ""guest"";

// Sensor pin
const int sensorPin = A0;

// Create an instance of WiFiClientSecure
WiFiClientSecure wifiClient;

// Create an instance of PubSubClient
PubSubClient mqttClient(wifiClient);

// Root CA certificate
const char* rootCACertificate = R""(
-----BEGIN CERTIFICATE-----
My certificate goes here
-----END CERTIFICATE-----
)"";

void setup() {
  Serial.begin(9600);
  delay(10);

  // Connect to Wi-Fi
  WiFi.begin(ssid, password);
  while (WiFi.status() != WL_CONNECTED) {
    delay(1000);
    Serial.println(""Connecting to WiFi..."");
  }
  Serial.println(""Connected to WiFi!"");

  // Configure MQTT server and set SSL/TLS options
  mqttClient.setServer(mqttServer, mqttPort);
  mqttClient.setCallback(callback);

  // Load root CA certificate into WiFiClientSecure object
  wifiClient.setTrustAnchors(new BearSSL::X509List(rootCACertificate));
  
  // Connect to MQTT broker
  connectToMqtt();
}

void loop() {
  if (!mqttClient.connected()) {
    // If MQTT connection is lost, try to reconnect
    reconnect();
  }

  // Read sensor data
  int sensorValue = 22;

  // Convert sensor value to a string
  String payload = String(sensorValue);

  // Publish the sensor data to the MQTT topic
  mqttClient.publish(""sensor_data_topic"", payload.c_str());

  // Wait for some time before publishing the next sensor data
  delay(5000);
}

void connectToMqtt() {
  // Loop until connected to MQTT broker
  while (!mqttClient.connected()) {
    Serial.println(""Connecting to MQTT server..."");
    if (mqttClient.connect(""ESP8266Client"", mqttUsername, mqttPassword)) {
      Serial.println(""Connected to MQTT server!"");
      // Subscribe to MQTT topics, if needed
      // mqttClient.subscribe(""topic_name"");
    } else {
      Serial.print(""Failed to connect to MQTT server. Retrying in 5 seconds..."");
      delay(5000);
    }
  }
}

void reconnect() {
  // Disconnect if already connected
  if (mqttClient.connected()) {
    mqttClient.disconnect();
  }

  // Attempt to reconnect
  connectToMqtt();
}

void callback(char* topic, byte* payload, unsigned int length) {
  // Handle MQTT subscription messages, if needed
  // ...
}"
arduino security4,but I am not able to connect to my server through this server even though my code in the first post is able to connect and send data properly.
arduino security4,I tried using a public mqtt server that does not use SSL and was able to connect my nodemcu to it and send the data properly.
arduino security4,Am I making any mistake in adding my certificate? or is it something else?
arduino security4,Please helpThanks
arduino security4,I also tried this example:https://github.com/esp8266/Arduino/blob/master/libraries/ESP8266WiFi/examples/HTTPSRequest/HTTPSRequest.ino
arduino security4,"But got ""Connection failed"""
arduino security4,Please helpThanks
arduino security4,for a test try to set wifiClient.setInsecure()
arduino security4,I used
arduino security4,wifiClient.setInsecure()
arduino security4,and both the example and my code work now. Thank you so much@Juraj.
arduino security4,But does including this line make my data transmission insecure? can you please help me understand what did this line of code do?
arduino security4,Thanks
arduino security4,setInsecure skips checking validity of the servers certificate. it is good to test if the problem is with the connection or with the certificate evaluation.so now you know that the problem is with the certificates. but I have no experience with this part.
arduino security4,the problem is with the certificates
arduino security4,Can you please elaborate which certificate are you talking about? is it my rootCACertificate?  But python code in the first post is sending data properly (and now the nodemcu is also able to send it properly)
arduino security4,Thanks
arduino security4,I don't know.maybe create a new topic for this problem so more people see it
arduino security4,maybe create a new topic for this problem so more people see it
arduino security4,OK.
arduino security4,We don't really need duplicate topics that need to be merged again....
arduino security4,it is not duplicate. the topic shifted from Uno to esp8266 Arduino and from possibility to provide own CA certificate for Uno+esp8266 to solve certificate validation in esp8266 Arduino
arduino security4,"Righto....Start a new topic then if that will get the necessary help,   I guess if there are any problems you can point to the end of this thread."
arduino security4,This topic was automatically closed 180 days after the last reply. New replies are no longer allowed.
