mot_clé,post_et_reponses
arduino monitoring Zabbix,"i am trying to use an esp32 to capture current readings in a bulb and send them over mqtt to aws cloud using this library and the example in it for the sensor reading, my code is include emonlib.henergymonitor emon1void setup serial.begin115200emon1.current2, 60.6void loop put your main code here, to run repeatedlydouble irms emon1.calcirms1485serial.printlnirms both the codes work perfectly independently however after i insert the sensor code to the mqtt code, my sensor does not show any readings. it simply prints out 0. i noticed this happened after my call connecttowifi in setup. why could this be happening? x200b this is my code x200b 1libraries for mqtt start include wifi.h include espmqttclient.h 1libraries for mqtt end 2libraries for payload start include arduinojson.h 2libraries for payload end 3libary for current sensor start include emonlib.h 3libary for current sensor end 1var for mqtt start define wifissid wifi define wifipassword password define mqttport 8883 define mqttuser username define mqttpass password const char awsendpoint awsendpointats.iot.uswest2.amazonaws.com xxxxxxxxxxcertificate.pem.crt const char certificatepemcrt begin certificaten aqhfierbfijprbfpiuernfpijrenfipenfwrypvqain suvqrjwpin9330jkxpcz2l3l1ufuair3jsvrcx1koby5g07qosowclavvbvmykpjn vn end certificaten xxxxxxxxxxprivate.pem.key const char privatepemkey begin rsa private keyn miieowibaakcaqeastpqglfqtlkvggwrmpnnyty4fxf2j6o4r9rfj2xf4kiu53n ligadyh0tpd97xoqfbjvmgl25ghrsv5cqoxlpw4t11wqwftaq2moog5pq8emdmcn umbpjsilkhissavbjveajuzdbgpxddd6ie1qs89dfuvfcgblojgn end rsa private keyn const char rootca begin certificaten miidqtccaimgawibagitbmyfz5mjao54vb4ikpmljzbyjanbgkqhkig9w0baqsfn 5msiymrqhdkxjioaldxgjukk642m4uwtbv8ob2xjndd2zhwlnoqdexegadbkpyn rqxrfboqnozsg4q5wtp468sqvvg5n end certificaten espmqttclientsecure mqttclient const char clientid testingesppolicy const char topicchar testtopic 1var for mqtt end 2var for json start const int capacity jsonobjectsize8 char output1 char output 2var for json end 2var for json start staticjsondocumentcapacity doc 2var for json end 3var for current sensor start energymonitor emon1 bool readingstartflag false 3var for current sensor end void connecttowifi serial.printlnconnecting to wifi... wifi.beginwifissid, wifipassword void connecttomqtt serial.printlnconnecting to mqtt... mqttclient.connect void wifieventwifieventt event serial.printf event dn, event switchevent case systemeventstagotip serial.printlnwifi connected serial.printlnip address serial.printlnwifi.localip connecttomqtt break case systemeventstadisconnected serial.printlnwifi lost connection connecttowifi break default break void onmqttconnectbool sessionpresent serial.printlnconnected to mqtt. serial.printsession present serial.printlnsessionpresent uint16t packetidpub0 mqttclient.publishtopicchar, 0, false, payloadchar serial.printlnpublishing at qos 0, packetid serial.printlnpacketidpub0 void onmqttdisconnectespmqttclienttypesdisconnectreason reason serial.printfdisconnected from mqtt u.n, staticcastuint8treason if wifi.isconnected connecttomqtt void onmqttmessageconst espmqttclienttypesmessageproperties properties, const char topic, const uint8t payload, sizet len, sizet index, sizet total serial.printlnpublish received. serial.print topic serial.printlntopic serial.print qos serial.printlnproperties.qos serial.print dup serial.printlnproperties.dup serial.print retain serial.printlnproperties.retain serial.print len serial.printlnlen serial.print index serial.printlnindex serial.print total serial.printlntotal void onmqttpublishuint16t packetid serial.printlnpublish acknowledged. serial.print packetid serial.printlnpacketid void setup serial.begin115200 serial.println serial.println 1setup for mqtt start wifi.oneventwifievent wifi.setautoconnectfalse wifi.setautoreconnecttrue mqttclient.setcacertrootca mqttclient.setcertificatecertificatepemcrt mqttclient.setprivatekeyprivatepemkey mqttclient.setcredentialsmqttuser, mqttpass mqttclient.setclientidclientid mqttclient.onconnectonmqttconnect mqttclient.ondisconnectonmqttdisconnect mqttclient.onmessageonmqttmessage mqttclient.onpublishonmqttpublish mqttclient.setserverawsendpoint, mqttport mqttclient.setcleansessiontrue delay2500 some time to start up the serial monitor connecttowifi 1setup for mqtt end 3setup for current sensor start emon1.current2, 60.6 3setup for current sensor end void loop delay2000 3loop of current sensor start double irms emon1.calcirms1485 3loop of current sensor end ifirms 20 readingstartflag false doc 1 put job name doc 1 check if this is required doc 1 put date var doc 1 put start time readingstartflag true serial.printstart ifirms 20 readingstartflag true doc 1 put this doc 1 calculate this doc 1 put this doc 1 put remarks serializejsondoc, output output1 output serial.printlnend mqttclient.publishtopicchar, 1, false, output1 readingstartflag false serial.printlnirms || you show us one code which works, another one which works, but the combination does not work. and that combination of those 2 codes is the one you do not show us. theres not much to conclude beside saying you did something wrong. i know, this is totally useless information. could you show us your combined code? it could be as simple as reassigning variables or not assigning variables. or something more sinister. we wont know until we see some code."
arduino monitoring Zabbix,"hi, im working on an interactive art project for an event next year. were proposing to create a set of three moving sculptures that respond to triggers from a web application probably post requests sent from twilio. the movements are very simple a motor that rotates part of the sculpture from a start position to an end position. but the sculptures are fairly heavy probably low 100kgs and will need to run outdoors for up to 2 months. the sites for the sculptures will have power but no wired internet connection and will be visible but physically inaccessible to the public. maintenance access to the sculptures will also be limited and attending the site in person would be a significant overhead, so they would ideally run reliably unattended for the 2 months. weve created interactive projects in the past using arduinos to control low powered lighting and digital media players using directly connected switches and sensors. we think we know in principle how wed make this project work see our proposal below. but weve no practical experience of... 1. what are the potential issues of remotely controlling a physically hefty device over networks? 2. what testing and test stages? would be advisable to plan for? 3. what would be good practice for safeties sensors resets remote admin ota to ensure the sculptures dont get stuck or get damaged by the control system. heres our current thinking on the system below. any thoughts, comments or questions gratefully received! thank you in advance! proposal controller arduino we have several unos in our cupboard sensors 2 x magnetic reed switches, for the start and end positions of the sculpture motor switching via a solenoid driver connection gsm module softwarecontrol logic arduino monitors the positionstate of the sculpture using the sensors in start position, end position or unknown arduino keeps an activitystate for the sculpture it is either busy carrying out an instruction or idle if the sculpture is idle but not in the start position it would prompt an instruction to reset it to the start position. web application sends remote instruction to initiate the sculpture moving as a post request directly to the arduino controller? the arduino sets the activitystate to busy and carries out the instruction i.e runs the motor to move to the end position, pauses and then back to the start position. edit corrected a couple of typos... || the only issue i see is connecting an arduino uno to the internet. all the unos i know cannot connect to the internet at all. connecting a modem gsm or similar is ok, but those do not do post requests. id rather have an rpi connecting somehow to the internet plenty choices there and connect the rpi to the uni via a serial interface or usb. the rpi can handle post requests easily and it can talk to the uno via simple commandsbytes via the serial interface devttysx. the other recommendation i have make sure no one can get injured. and that you can put the thing into a known state go back to the reset position regardless in what position it currently is. and add fuses to everything which might burn out, e.g. when the motors stall. || as you seem to understand how to drive any motors or lights, ill not address those. will there be any wifi in range of these sculptures ? will there be a constant movement that needs to be monitored ? i see the biggest problem is this thing getting hacked. what citycountry will this be used in ? sounds like fun, but moving 220 lbs around can be dangerous. || how are you planning to handle this when the connection breaks? we know that wireless connection gets distorted sometimes same like the speed of the internet and this can cause serious issues."
arduino monitoring Zabbix,"i have a project where im collecting data using arduino uno and using hc06 to transfer the data to a mobile device using a serial monitor app. the collected data various temperature sensors are then saved and then transferred to a computer for data analysis. however i would like to improve on it by allowing realtime screening of the values through data visualisation, and for some reason the legacy blynk app is not able to connect to the hc06 module there isnt any password prompt when connecting the device to the module. do you have any suggestions on alternatives to blynk or possibly a solution to my issue? || "
arduino monitoring Zabbix,"hey all, not sure if this is the right place for this, but i figured id give it a shot. i would like to find, or if necessary, create a device that can be set to go off with a chime or alarm of some sort at certain times throughout the day. if that was all that was required, then thered be no problem and i could just get an alarm clock, however i would like for this chime to function when i am not in my home, and i would also like for it to shut off after a short amount of time automatically. the goal is to train my pet to hear the chime and expect food, and use the chime to signal to them that there is food waiting at their automatic feeder along with their seizure medication, that must be administered during the work day without me or my partner needing to be present. we thought of a simple alarm clock, but were unsure if it would shut itself off after going off the first time. this could probably be remedied easily enough with an arduino and a small speaker or something similar but i wanted to look for a prebuilt solution first, and was unsure on how to search for a device like this. i was having a difficult time online, lol while thinking of it a little more, we realized would also like to be able to trigger this alarm manually remotely in case the first chime does not alert our sleeping pet. this new scope is what brought me here, as i am very unfamiliar with wifi communication and smart home type devices. ideally, i would like to be able to control the alarm from my iphone, or through some sort of remote, while many miles away at work or on a day trip. is there any prebuilt or outoftheboxready solution for something like this? we already have amazons blink security cameras, and would plan to use those to monitor whether the chime worked to notify our pet to the presence of food and medicine. the cameras have a live talk feature, which might work as a manual trigger, but we would need to talk into the phone or play some sound wherever we are remotely. this is fine if necessary, but in an office at work, it would be inconvenient to have to step out to trigger the cameras sound aka, essentially call my pet to their food manually with my own voice additionally, this feature must be activated manually, and i was looking more for something that was autonomous, at least until i could check and see that the chime did not wake my pet, and then if needed i could manually activate additional alarms until they come and get it. any advice here? if this is the wrong forum for such a question, please let me know! and maybe guide me to the right place? || there all kinds of pet food dispensers available, diy and commercial. watching videos of the electronics people have diyd for themselves and their pets. once your pet hears the feeder motor running, that will be their alarm. no need to have an extra alarm. ask this question on the arduino subs and you will get a lot of good examples. good luck || check if the cameras integrate with something like home assistant that has the ability to play audio files to remote speakers it may be able to treat the camera like one. that can also do all the scheduling you would need. in fact it integrates with some pet feeders already."
arduino monitoring Zabbix,"id like to share my experiment on how to easily create your own tiny machine learning model and run inferences on a microcontroller to detect the concentration of various gases. i will illustrate the whole process with my example of detecting the concentration of benzene 6h6gt based on the concentration of other recorded compounds. things i used in this project arduino mega 2560, neuton tiny ml software to my mind, such simple solutions may contribute to improving the air pollution problem which now causes serious concerns. in fact, the world health organization estimates that over seven million people die prematurely each year from diseases caused by air pollution. can you imagine that? as such, more and more organizations, responsible for monitoring emissions, need to have effective tools at their disposal to monitor the air quality in a timely way, and tinyml solutions seem to be the best technology for that. they are quite lowenergy and cheap to produce, as well as they dont require a permanent internet connection. i believe these factors will promote the mass implementation of tinyml as a great opportunity to create aibased devices and successfully solve various challenges. therefore, in my experiment, i take the most primitive 8bit mcu to show that even such a device today can have ml models in it. dataset description my dataset contained 5875 rows of hourly averaged responses from an array of oxide chemical sensors that were located on the field in a polluted area in italy, at road level. hourly averaged concentrations for co, nonmetanic hydrocarbons, benzene, total nitrogen oxides nox, and nitrogen dioxide no2 were provided. it is a regression problem. target metric mae mean absolute error. target c6h6gt. attribute informationrh relative humidity ah absolute humidity t temperature in c pt08.s3nox tungsten oxide. hourly averaged sensor response nominally nox targeted pt08.s4no2 tungsten oxide. hourly averaged sensor response nominally no2 targeted pt08.s5o3 indium oxide. hourly averaged sensor response nominally o3 targeted pt08.s1co tin oxide hourly averaged sensor response nominally co targeted cogt true hourly averaged concentration co in mgm3 reference analyzer pt08.s2nmhc titania. hourly averaged sensor response nominally nmhc targeted you can see more details and download the dataset here step 1 model training the model was created and trained with a free tool, neuton tinyml, as i needed a super compact model that would fit into a tiny microcontroller with 8bit precision. i tried to make such a model with the help of tensorflow before, but it was too large to run operations on 8 bit. to train the model, i converted the dataset into a csv file, uploaded it to the platform, and selected the column that should be trained to make predictions. x200b x200b the trained model had the following characteristics the model turned out to be super compact, having only 38 coefficients and 0.234 kb in size! x200b additionally, i created models with tf and tf lite and measured metrics on the same dataset. the comparison speaks louder than words. also, as i said above, tf models still cannot run operations on 8 bits, but it was interesting for me to use just such a primitive device. x200b step 2 embedding into a microcontroller upon completion of training, i downloaded the archive which contained all the necessary files, including metainformation about the model in two formats binary, and hex, calculator, neuton library, and the implementation file. x200b since i couldnt run the experiment in field conditions with real gases, i developed a simple protocol to stream data from a computer. step 3 running inference on the microcontroller i connected a microcontroller on which the prediction was performed to a computer via a serial port, so signals were received in a binary format. the microcontroller was programmed to turn on the red led if the concentration of benzene was exceeded, and the green led if the concentration was within permitted limits. check out the videos below to see how it worked. x200b in this case, the concentration of benzene is within reasonable bounds 15 mgm3. x200b in this case, the concentration of benzene exceeds the limits 15 mgm3. conclusion my example vividly illustrates how everyone can easily use the tinyml approach to create compact but smart devices, even with 8bit precision. im convinced that the low production costs and high efficiency of tinyml open up enormous opportunities for its worldwide implementation. due to the absence of the need to involve technical specialists, in this particular case, even nondata scientists can rapidly build super compact models and locate smart aidriven devices throughout the area to monitor air quality in realtime. to my mind, its really inspiring that such small solutions can help us improve the environmental situation on a global scale! || well explained, thanks"
arduino monitoring Zabbix,"hello! im getting into arduino device around the house cat litter monitor, septic alarm monitor, garage door monitor, etc. im using ifttt right now which is pretty good but id like to get a little more complicated. im starting to have a lot of data that i would like to send to the cloud, e.g. a graph of how many times kitty has peed lately. i have an azure background and ive gotten data into azure, but running into trouble getting my events sent through event hubs into useful services. honestly im a bit frustrated by it right now! is aws better? im looking for ease of use on the iot side and the consumption side, but also the ability to do cool and interesting things with data. what cloud would you suggest? || check out it may be the easiest solution for you. || azure, aws, gcp etc. are ok, but they are complex. you might be happier with something like"
arduino monitoring Zabbix,"so as a background, recently i have started keeping a ball python and because i live in arizona humidity is often a factor so manual mistingspraying is required to keep up with her care. this worries me if i ever have to do any travelling for about a week or so that would cause me to be away from home. my idea for a fun iot project is the following 1. use an arduino temperature and humidity sensor i was thinking the dht11 or dht22 since it has a smaller delta regarding measurement tolerance to monitor humidity levels in my enclosure and when a humidity reading is measured below a set threshold, the arduino will trip a mistersprayer to increase humidity within the enclosure once again. so it wont read false positive for spraying probably put in a stipulation it cant go off again for at least a couple hours to give things time to adjust. 2. use pythonmost likely using pyqt or a similar library to create an android app gui that will display readings from my humidity and temperature sensor in real time using a wifi module i welcome your recommendations as to a good one to use and give the option to manually trip the sprayermister to activate. 3. additionally, after these tasks have been completed, i would like to add the following capabilities in this order of importance 1. camera live feed of the interior of the enclosure streamed to the app gui. 2. ability to manually control lighting of the enclosure through the app gui, as well as the option to set it to turn off and on at specific times without intervention. the main non software related challenges im currently trying to think through are how to accomplish the mistingwater spraying system and make it physically realizable as well as putting together a list of parts. currently my list includes a new arduino uno, a dht22 module or three, a good wifi moduleesp8266 perhaps?, the misting setup however i can get that to work, enough long cables as needed, etc. x200b im quite excited to start on this, let me know what you guys think! id be glad to hear any recommendationsthoughts that you guys think would be helpful! also be free to suggest additional ways to make things more interesting! || i always get worried about iot for pets. this is a safety critical system and id like, want to jump off a cliff if anything went wrong. the general rule with this kind of thing is not to trust anything big and complicated with the important parts. separate the ui and anything critical. use watchdog timers and make sure it can handle randomly resetting and coming back repeatedly. press the reset button a bunch of times. make sure you dont get a big flood. make sure you handle millis rollover, dont use malloc, etc. be careful with string on a normal arduino. string can cause heap fragmentation. look at the misra reliability guidelines for this. assume the dht22 or the connection to it can fail in any way. it could report 0 or 100 humidity for no reason. i dont really have experience with them in particular, but cheap sensors can do stuff like that. the mist rate should be limited to the min and max rate you would ever reasonably want. switches used to control mister pumps can also fail. you do not want it to fail in the onstate and mist continually! i would use a selfprotected motor driver module from adafruit or the like. arduinos can be semitrusted, but dont rely on a python running on a pi to send the commands. it can select humidity setpoints at most, but the aduino has to ignore anything outside the safe range. remote access can be hacked. make sure that even someone with full access to everything would not have a way to harm the snake. i have friends with snakes but im not familiar with how much of an issue choking hazards and the like are. but in basically any project mechanical stuff is a major challenge. dont trust any breadboards or jumper wires. youll need a very well done soldered circuit, or something based on groveqwiicstemma or one of those other modular systems to be really reliable. to test whether it crashes if theres noise in the wires, you can get an arc lighter. the way we used to check interference is to carefully zap a screwdriver a foot away as an antenna to make emi. i have no idea what happens if you accidentally touch it though.... but if it crashes when a spark happens during bus activity, you have trouble. || skip the uno and just use the esp for everything. look into esp cam. a quick google search returned results for battery mister that you should be able to use."
arduino monitoring Zabbix,"hi, im doing a project where i have to constantly monitor health heart rate and spo2 of the patient and also hisher motion i.e. if heshe falls down then i have to notify the caregivers. in this project, im using max30100 pulse oxi sensor, neo6m gps, esp32, mpu6050 accelerometergyroscope. here is the code that im using for fall detection and health monitoring x200b include tinygps.h include max30100pulseoximeter.h include blynk.h include arduino.h include hardwareserial.h include wifi.h include include wire.h include blynksimpleesp32.h define reportingperiodms 1000 define blynkprint serial void sendsms string servername widgetlcd lcdv5 boolean fall false stores if a fall has occurred boolean trigger1false stores if first trigger lower threshold has occurred boolean trigger2false stores if second trigger upper threshold has occurred boolean trigger3false stores if third trigger orientation change has occurred byte trigger1count0 stores the counts past since trigger 1 was set true byte trigger2count0 stores the counts past since trigger 2 was set true byte trigger3count0 stores the counts past since trigger 3 was set true int anglechange0, c0 const int mpuaddr0x68 int16t accelx, accely, accelz, gyrox, gyroy, gyroz float gforcex, gforcey, gforcez,rotx, roty, rotz,tmp uint32t tslastreport 0 pulseoximeter pox float bpm1.00, spo21.00 float latitude , longitude string latitudestring , longitiudestring char auth xxxxxxxxxxxxxxxxxxxx widgetmap mymapv0 wificlient client tinygpsplus gps hardwareserial serialgps2 void onbeatdetected serial.printlnbeat detected! void setup serial.begin115200 wifi.beginxxxxxxxxxxx, cccccccccccc uint32t notconnectedcounter 0 while wifi.status ! wlconnected delay100 serial.printlnwifi connecting... notconnectedcounter ifnotconnectedcounter 50 reset board if not connected after 5s serial.printlnresetting due to wifi not connecting... esp.restart serial.printwifi connected, ip address serial.printlnwifi.localip blynk.beginauth, xxxxxxxxxxxxx, cccccccccccccc wire.begin wire.begintransmissionmpuaddr wire.write0x6b pwrmgmt1 register wire.write0 set to zero wakes up the mpu6050 wire.endtransmissiontrue serialgps.begin9600, serial8n1, 16, 17 delay1000 pinmode19, output serial.printinitializing pulse oximeter.. if !pox.begin serial.printlnfailed for else serial.printlnsuccess pox.setonbeatdetectedcallbackonbeatdetected pox.setirledcurrentmax30100ledcurr76ma blynk.virtualwritev0, clr void loop wire.begintransmissionmpuaddr wire.write0x3b starting with register 0x3b accelxouth wire.endtransmissionfalse wire.requestfrommpuaddr,14,true request a total of 14 registers accelxwire.read8wire.read 0x3b accelxouth 0x3c accelxoutl accelywire.read8wire.read 0x3d accelyouth 0x3e accelyoutl accelzwire.read8wire.read 0x3f accelzouth 0x40 accelzoutl tmpwire.read8wire.read 0x41 tempouth 0x42 tempoutl gyroxwire.read8wire.read 0x43 gyroxouth 0x44 gyroxoutl gyroywire.read8wire.read 0x45 gyroyouth 0x46 gyroyoutl gyrozwire.read8wire.read gforcex accelx2050 16384.0 gforcey accely77 16384.0 gforcez accelz1947 16384.0 rotx gyrox270 131.0 roty gyroy351 131.0 rotz gyroz136 131.0 calculating amplitute vactor for 3 axis float rawamp powpowgforcex,2powgforcey,2powgforcez,2,0.5 int amp rawamp 10 mulitiplied by 10 bcz values are between 0 to 1 serial.printlnamp anglechange powpowrotx,2powroty,2powrotz,2,0.5 fall detection if amp2 trigger2false if am breaks lower threshold 0.4g trigger1true serial.printlntrigger 1 activated if trigger1true trigger1count if amp9 if am breaks upper threshold 3g trigger2true serial.printlntrigger 2 activated trigger1false trigger1count0 if trigger2true trigger2count anglechange powpowrotx,2powroty,2powrotz,2,0.5 serial.printlnanglechange if anglechange30 anglechange400 if orientation changes by between 80100 degrees trigger3true trigger2false trigger2count0 serial.printlnanglechange serial.printlntrigger 3 activated if trigger3true trigger3count if trigger3count10 anglechange powpowrotx,2powroty,2powrotz,2,0.5 delay10 serial.printlnanglechange if anglechange0 anglechange10 if orientation changes remains between 010 degrees falltrue trigger3false trigger3count0 serial.printlnanglechange else user regained normal orientation trigger3false trigger3count0 serial.printlntrigger 3 deactivated if falltrue in event of a fall detection serial.printlnfall detected sendsms fallfalse if trigger2count6 allow 0.5s for orientation change trigger2false trigger2count0 serial.printlntrigger 2 decactivated if trigger1count6 allow 0.5s for am to break upper threshold trigger1false trigger1count0 serial.printlntrigger 1 decactivated delay100 pox.update bpm pox.getheartrate spo2 pox.getspo2 if serialgps.available 0 if gps.encodeserialgps.read if gps.location.isvalid latitude gps.location.lat latitudestring stringlatitude , 6 longitude gps.location.lng longitiudestring stringlongitude , 6 if millis tslastreport reportingperiodms blynk.run blynk.virtualwritev0, 1, latitude, longitude, location blynk.virtualwritev3, bpm blynk.virtualwritev4, spo2 serial.printacceleration serial.printlnamp serial.printangle change serial.printlnanglechange serial.printheart rate serial.printbpm serial.print bpm spo2 serial.printspo2 serial.println serial.printlatitude serial.printlnlatitudestring serial.printlongitude serial.printlnlongitiudestring tslastreport millis void sendsms serial.printlnfall detected string serverpath servername ?value11234 your domain name with url path or ip address with path send http get request int serial.println for here the problem is max30100 pulse sensor is not working and the rest are working well. when i removed the fall detection code then the pulse sensor works fine but now for some reason it doesnt work. can you please help me regarding this? || so far youve spammed this to resp32, resp8266, rarduino, stack overflow and here. anywhere else?"
arduino monitoring Zabbix,"hello, i am investigating options for using iot devices to monitor manufacturing processes. something that looks interesting is monnits alta range of sensors and hubs. on the face of it, it looks like exactly what i want a cellular hub, that connects to a range of sensors. my requirements for the project are that it must connect to awsazure over 3g or 2g, and there must be a wide range of sensors available that run on battery. furthermore, they cannot be devkits ie, arduinos with their boards exposed. they have to be suitable and safe to put into a factoryshopoffice, or wherever really does anyone have any experience using monnits products? if so, what are your opinions on them? otherwise, is there any other recommendations for such a system? have people successfully setup something similar to what i am looking for? if so, what products did you use? thanks || hint i have been working with 2g3g modules lately and when i face like 493 ma of power consumption during transmissions, i remember that theres something called ltem and ultimately nbiot. || dont know about the products you are referring, but just a side note be careful about using 3g or 2g. both networks are progressively being shut down throughout the world in profit of 4g, and especially its low power derivatives ltem and nbiot. || ive had a lot of fun working with the notecard from blues wireless global ltem and nbiot falls back on gsm if needed i think. 10 years 500mb of data included. can route data from the notecard to any cloud. hit me up if you have any questions."
arduino monitoring Zabbix,"i have experience with hard wired data tracking using a python pyserial and ardiuno, that is easy enough. for networking your gadgets do most of you set up an api and ping to a server, or would you set up some arduino wifishield magic and connect right over wifi. i want to monitor all my cars vitals while it sits in the driveway, ie battery level, oil, etc. just trying to figure out which direction to start learning about, please be nice haha! || "
arduino monitoring Zabbix,"hey everyone! i am working on a project which is supposed to encrpyt the data coming from the sensor by implementing blockchain. so, i wanted to ask how do i save the data in the blockchain? firstly do i have to save the data from the serial monitor arduino uno being used the microcontroller into a csv file ? then how do i pass the csv into the blockchain so that it encrypts the data? please help me!! || i think that you are over thinking this. answer some questions how will you secure the data in transit? what are you going to do with the data why do you need to encrypt it? how will you retrieve the data? what block chain are you going to use? food for thought you want the communication to be secured more than you want the data at rest to be secured. in most cases people will put private keys on their hardware and negotiate with an mqtt broker to pass data to a server. at the server you can do whatever you want with it."
arduino monitoring Zabbix,"hi, im working in a personal project using lorawan and i have some conceptual doubts and i think you could help me. maybe i am too newbie to have this questions, but i really need your help im using heltec wifi lora32 v1, based on esp32 and having wifi, bluetooth and lorawan capabilities to monitor weather parameters. at this moment i have 2 heltec modules but i plan to buy more to enhance my project maybe v2. supose i have 3 heltec modules h1, h2 and h3. could i use h1 to receive data from h2 and h3 via lorawan and connect h1 to wifi and send data to a server? or do i really need a gateway to serve as an interface of my system and internetserver? see config 1 another question, do you think it is possible with correct programming to have a scheme like config 2 i.e. create a simple mesh network not using meshtastic a thing that i want to avoid because i have preference to work in arduino ide and i think that to use meshtastic i need to work in python. please, tell me if im wrong. sry for my english and again, sorry for my possible ignorance in the subject. thank you all in advance! || without a gateway, you will not have lorawan. but you can build something on top of lora that isnt lorawan. the big downside is that everything will need to be custom built. you can no longer buy any lorawancompatibe device and use it on your network, since you dont have a lorawan network. another downside is that in a lorawan network, you can just add more gateways to get additional coverage. in a custom solution, you would need custom nodes to extend the network coverage. with that said, if you want to go the diy route, take a look at it supports lora radios, and a bunch of cheaper radios if you dont need to go with lora. || a multichannel gateway is 100 pygate wipy gateway software, so the question is kind of moot. but its been done. theres e.g. code nanogateway for the lopy to make it act as a singlechannel gateway. || semtech, chipset company makes separate chips for end nodes and gateways. the main difference being the number of channels. if your application does require multiple nodes to simultaneously send data to the gateway then it might be possible. good luck!"
arduino monitoring Zabbix,"hi everyone! before i start on my problem, i wanted to say that i have spent last 2 days digging through forums and troubleshooting with nothing to write home about and this is kinda like my last resort. so, i am running a simple sketch on my wemos mini procopy through arduino ide that scans for nearby networks, using esp8266wifi.h library. its set to do the scan, list available networks in serial monitor, wait for 5 seconds and repeat. this is where the funny stuff starts it finds a lot of networks that are pretty far away really consistently, but my ssd shows up there maybe once every 1015 scans. that is happening completely randomly believe me, i checked. needless to say, that it isnt possible to connect to my router since it can barely see it from time to time. same with my mobile hotspot. basically the situation is that the wemos sees networks that are further away and have a poor signal but very rarely sees a routerphone that is 50cm away. can someone please suggest something? my router is asus ac750. im using internal antenna on wemos. is the boardantenna simply faulty? is there a way to check that? i have successfully configured a couple of bare esp8266 chips before and using some of them on daily basis, so its not my first time, but this is just something else. i will provide any information necessary if someone is willing to help somehow. thank you! || "
arduino monitoring Zabbix,"hi, i am from a hardware community called makergram. recently ive been part of a hackathon as a mentor. the hackathon held in kerala, india, you can read the full story from here after the hackathon, we realize that this product has potential and we want to build the solution and spread the world. the solution is to build a river monitoring system to predict flood and river water quality, we completed the prototype using arduino with some basic sensors, next we need to build stable mvp. we are a team of different age group and background and located in different parts of kerala . after discussion with team we concluded network as a cellar and next thing select the best accurate, less expensive sensor. sensor parameters are water level high priority water quality river flowmeter rain gauge discussion log looking for your valuable suggestion on the sensor selection and feedback. thank you. || interesting application. for the water level, probably some sort if ultrasonic distance sendor should work well or a vented pressure sensor. for rain fall, a tipping bucket rain gauge will give you the most accurate data. water quality ones are expensive but have a look at insitu or ponsel sensors. not sure about flow ones, but there are some ultrasonic ones out there if you have deep pockets."
arduino monitoring Zabbix,"im just starting to get into iot smart agriculture. my prof and i decided to apply for project in smart agriculture with funding budget of 500. i need to propose concept on paper but have no idea where to start with choosing sensors and appropriate model of arduino. thank you for any advice or tips, also im from croatia so i have a little limitation regarding supplies sensor, connectivity etc. edit proposed project is to monitor sewage water for dissolved particles organic matter, total nitrate content, ph, and ec of water. could one implement a system with above mentioned sensors that would connect to a cloud and then notify about the changes in water so that the system engages pumps which would dilute polluted water with fresh water till the measured water parameters are satisfying for the water to be used in watering plants? || my really budget gardening bot for control i use a nodemcu esp8266 based board with a simple web interface. capacitive sensors for soil humidity measurement works fine, connections are made with some i2c chip for reduce wires. dht for internal and external humiditytemperature measurement is a good option for watering, plastic 220v solenoids valves 12 or 34 are enough for me controled by a solidstate relay array. i buy everything in aliexpress if you like i have a git repository with the interface with timers and watering plans, and im currently working in a weather forecast integration to avoid watering in rain days. saludos || you can check out what were doing with adosia see and we use the esp8266 wemos d1r2 arduino uno r3 form factor, but you can use arduino uno if you dont need wifi both can be programmed using arduino ide. we also use submersible pumps and water valves depending on the application, which are driven by a custom io boardshield which basically uses transistors to switch, and has a flyback diode in parallel with each pumpvalve channels prevents current surges from damaging circuits when motor shuts off. we also use the ds1820b temp sensors from dallas there is a nice arduino library for these. you can get either ambient and submersible sensors code is the same. for analog soil moisture sensors, we use the capacitive ones from dfrobot, but ruggedizewaterproof them like this also, the code in this repository may help the space v2.1 repo is for arduino uno the space v2.2 repo is for esp8266 wemos d1r2 the io shield is pin compatible with both esp8266 and arduino || bump"
arduino monitoring Zabbix,"i am planning to install temperature sensors on our motors 1060 hp to prevent breakdown because of heat up. then later ill expand by installing more sensors and on more machines. im planning to use esp8266 or arduino. i need help in deciding 1. which temperature sensor to use. 2. how to attach it to the the motors exterior. also, i should mention that the environment is very dusty due to the kind of raw material we use. im not looking to control it using mcu, i just want to monitor the temperature and get alerts. || while you are at it, you should measure vibration, as it can be an early warning sign of a motor likely to fail. || first off id run a motor up and take a look at it with a thermal imaging camera to see what gets hot. you probably want to localise a sensor where you expect yhe heat you want to avoid i.e on the bearings or near the armature or windings attaching it is probably the least of your issues, you could just cable tie it on to start. once youre depending on it to work though you might want a more robust clamp system. theres lots of sensors out there and a waterproof option as someone suggested is a good option if it will handle the temp range which is why you need to code in checks for open circuit and short. bear in mind that motors vibrate so they can, over a long period of time, wear through cables, so a bit of heat shrink over the lead can be a good idea, || if youre after quick and cheap, then you could do worse than the ds18b20 sensors in the waterproof housing they use the 1wire protocol so are easy to get working with the devices youre looking at using. if you want something a bit more substantial and industrial, dm me and ill contact some of our suppliers to get some options for you."
